,mean_min_distance_to_brood,num_brood_interactions,mean_dist_other_bees,total_social_interactions,countable_interaction_frames,activity,speed_when_moving,distance_to_social_center,frames_tracked,tag_ids,video_file,block,colony,timestamp,time_num,nest_temp
120,1.8664945370029553,0,4.156548104614728,0,170,0.0,,2.7368766333223644,75,40,microcol_10-2021-11-18_14-04-01.mjpeg,3,10,2021-11-18_14-04-01,321.58612268518516,23.096
121,0.8913617266553943,150,2.71852518809438,0,170,0.0,,1.034184932680877,75,47,microcol_10-2021-11-18_14-04-01.mjpeg,3,10,2021-11-18_14-04-01,321.58612268518516,23.096
122,2.514348344589164,0,2.7488056787234716,0,47,0.0,,1.8086637082434471,16,29,microcol_10-2021-11-18_14-06-01.mjpeg,3,10,2021-11-18_14-06-01,321.5875115740741,21.111
123,3.785500987325842,0,5.604901877611059,0,165,0.0,,2.9382791039484677,75,31,microcol_10-2021-11-18_14-06-01.mjpeg,3,10,2021-11-18_14-06-01,321.5875115740741,21.111
124,7.28446295522901,0,8.58304915711821,0,9,0.0,,8.546787316739133,3,37,microcol_10-2021-11-18_14-06-01.mjpeg,3,10,2021-11-18_14-06-01,321.5875115740741,21.111
125,1.867146660480074,0,4.649332738717228,0,165,0.0,,2.612908426921826,75,40,microcol_10-2021-11-18_14-06-01.mjpeg,3,10,2021-11-18_14-06-01,321.5875115740741,21.111
126,0.896960343633097,142,4.078145372737437,0,160,0.0,,1.0034095723009822,71,47,microcol_10-2021-11-18_14-06-01.mjpeg,3,10,2021-11-18_14-06-01,321.5875115740741,21.111
127,2.5147271081139486,0,3.545472834595393,1,63,0.0,,1.8146835813978643,18,29,microcol_10-2021-11-18_14-08-02.mjpeg,3,10,2021-11-18_14-08-02,321.58891203703706,23.57
128,3.78358901410547,0,4.794664332905311,1,188,0.0,,3.0852716151540864,75,31,microcol_10-2021-11-18_14-08-02.mjpeg,3,10,2021-11-18_14-08-02,321.58891203703706,23.57
129,6.238704253861531,0,6.874087970485245,3,69,0.5,5.451073498565481,6.856088705899639,20,37,microcol_10-2021-11-18_14-08-02.mjpeg,3,10,2021-11-18_14-08-02,321.58891203703706,23.57
130,1.8695406563448584,0,4.787727807157216,0,188,0.0,,2.56629984398078,75,40,microcol_10-2021-11-18_14-08-02.mjpeg,3,10,2021-11-18_14-08-02,321.58891203703706,23.57
131,0.9388999789454532,150,3.6699606678281955,1,188,0.0,,0.7481786042858273,75,47,microcol_10-2021-11-18_14-08-02.mjpeg,3,10,2021-11-18_14-08-02,321.58891203703706,23.57
132,6.552961173929534,0,6.881186580552304,0,15,0.0,,6.58650406815384,5,17,microcol_10-2021-11-18_14-10-01.mjpeg,3,10,2021-11-18_14-10-01,321.5902893518519,21.167
133,2.5164892046273266,0,2.7254299506375594,0,30,0.0,,1.7781292629121994,10,29,microcol_10-2021-11-18_14-10-01.mjpeg,3,10,2021-11-18_14-10-01,321.5902893518519,21.167
134,3.785380133959626,0,5.517621524622622,0,168,0.0,,2.906164182029847,75,31,microcol_10-2021-11-18_14-10-01.mjpeg,3,10,2021-11-18_14-10-01,321.5902893518519,21.167
135,6.867562234745248,0,8.366500807701083,0,15,0.0,,8.023287869082948,5,37,microcol_10-2021-11-18_14-10-01.mjpeg,3,10,2021-11-18_14-10-01,321.5902893518519,21.167
136,1.868527364067373,0,5.41693294511815,0,168,0.0,,2.6476793616048244,75,40,microcol_10-2021-11-18_14-10-01.mjpeg,3,10,2021-11-18_14-10-01,321.5902893518519,21.167
