block,colony,id,caste,callow,founding_queen
6,BB248,14,,,
6,BB248,1101,Male,Callow,
6,BB59,1189,,,
6,BB59,1013,,,
6,BB59,825,Queen,,Y
6,BB59,976,,,
6,BB59,1162,,,
12,BI217,1694,,,
12,BI217,1908,,,
12,BI217,1873,,,
12,BI217,1757,,,
12,BI217,1657,,,
12,BI217,1943,,,
12,BI217,1816,,,
12,BI217,2865,,,
12,BI217,1789,Male,,
12,BI217,1815,,,
12,BI217,1915,,,
12,BI217,867,,,
12,BI217,1876,,,
12,BI217,3206,,,
12,BI217,1753,,,
12,BI217,1133,,,
12,BI217,1783,,,
12,BI217,3202,,,
12,BI217,1153,,,
12,BI217,2011,,,
12,BI217,1722,,,
12,BI217,1128,,,
12,BI217,849,,,
12,BI217,1198,,,
12,BI217,1779,,,
12,BI217,1778,,,
12,BI217,3188,,,
12,BI217,1684,,,
12,BI217,1939,,,
12,BI217,1751,,,
12,BI217,1100,,,
12,BI217,2836,,,
12,BI217,1681,,,
12,BI217,1716,,,
12,BI217,1872,,,
12,BI217,423,,,
12,BI217,1747,,,
12,BI217,3209,,,
12,BI217,2069,Queen,,Y
12,BI217,1821,,,
12,BI217,1712,,,
12,BI217,956,,,
12,BI217,353,,,
12,BI217,991,,,
12,BI217,957,,,
12,BI217,1843,,,
12,BI217,1651,,,
12,BI217,3179,,,
12,BI217,2847,,,
12,BI217,1685,,,
12,BI217,1782,,,
12,BI217,1727,,,
12,BI217,1061,,,
12,BI217,1980,,,
12,BI217,1097,,,
12,BI217,532,,,
12,BI217,921,,,
12,BI217,1152,,,
12,BI217,890,,,
12,BI217,1025,,,
12,BI217,1975,,,
12,BI217,1909,,,
12,BI217,195,,,
12,BI217,1123,,,
12,BI217,1948,,,
12,BI217,3067,,,
12,BI217,3069,,,
12,BI217,3203,,,
12,BI217,3003,,,
12,BI217,3212,,,
12,BI217,1195,,,
12,BI217,1961,,,
12,BI217,950,,,
12,BI217,3027,,,
12,BI217,2879,,,
12,BI217,919,,,
12,BI217,1132,,,
12,BI205,1695,,,
12,BI205,1661,,,
12,BI205,1057,,,
12,BI205,1185,,,
12,BI205,2001,,,
12,BI205,2842,,,
12,BI205,894,,,
12,BI205,1853,,,
12,BI205,143,,,
12,BI205,1029,,,
12,BI205,986,,,
12,BI205,1166,,,
12,BI205,448,,,
12,BI205,1585,,,
12,BI205,1167,,,
12,BI205,829,Queen,,Y
12,BI205,290,,,
12,BI205,366,,,
12,BI205,1905,,,
12,BI205,630,,,
12,BI205,1126,,,
12,BI205,2837,,,
12,BI205,484,,,
12,BI205,1691,,,
12,BI205,1122,,,
12,BI205,1883,,Callow,
12,BI205,290,,Callow,
12,BI205,1034,,,
12,BI205,990,,,
12,BI205,925,,,
12,BI205,1476,,,
12,BI205,1156,,,
12,BI205,885,,,
12,BI205,626,,,
12,BI205,1887,,Callow,
12,BI205,3204,,,
12,BI205,2846,,,
12,BI205,2032,,,
12,BI205,1066,,,
12,BI205,1756,,,
12,BI205,1919,,,
12,BI205,981,,,
12,BI205,692,,,
12,BI205,1750,,,
12,BI205,636,,,
12,BI205,334,,,
12,BI205,1655,,,
12,BI205,422,,,
12,BI205,1318,,,
12,BI205,1945,,,
12,BI205,2000,,,
12,BI205,723,,,
12,BI205,1746,,,
12,BI205,632,,,
12,BI205,1008,,,
12,BI205,888,,,
12,BI205,486,,,
12,BI205,1039,,,
12,BB86,428,Queen,,
12,BB86,462,Queen,,
12,BB86,1847,Male,,
12,BB86,495,Male,,
12,BB86,1035,Male,,
12,BB86,1199,Male,,
12,BB86,633,,,
12,BB86,1914,,,
12,BB86,951,Male,,
12,BB86,863,Male,,
12,BB86,2801,Male,,
12,BB86,595,Male,,
12,BB86,1690,,,
12,BB86,1820,,,
12,BB86,175,Male,,
12,BB86,2864,Queen,,Y
12,BB86,2033,Male,,
12,BB86,1094,,,
12,BB86,980,Male,,
12,BB86,1852,Male,,
12,BB86,1976,,,
12,BB86,2004,Male,,
12,BB86,1060,,,
12,BB105,3211,Queen,,
12,BB105,1944,,,
12,BB105,661,,,
12,BB105,1817,,,
12,BB105,924,,,
12,BB105,1788,Queen,,Y
12,BB105,335,,,
12,BB105,1218,,,
12,BB105,1012,,,
12,BB105,1784,Male,,
12,BB105,828,Male,,
12,BB105,1977,,,
12,BB105,1188,Male,,
12,BB105,1877,,,
12,BB105,397,,,
12,BB105,424,,,
13,BI106,3377,,,
13,BI106,1622,,,
13,BI106,1292,,,
13,BI106,3033,,,
13,BI106,3032,,,
13,BI106,3177,,,
13,BI106,3116,,,
13,BI106,2909,,,
13,BI106,1024,,,
13,BI106,1848,,,
13,BI106,952,,,
13,BI106,2005,,,
13,BI106,1726,,Callow,
13,BI106,3146,,,
13,BI106,3002,,,
13,BI106,2092,,,
13,BI106,2377,,,
13,BI106,3113,,,
13,BI106,2015,,,
13,BI106,915,,,
13,BI106,1127,,,
13,BI106,3234,,,
13,BI106,3063,,,
13,BI106,2997,,,
13,BI106,2182,,,
13,BI106,2992,,,
13,BI106,1904,,,
13,BI106,2254,,,
13,BI106,1938,,,
13,BI106,3030,,,
13,BI106,2902,,,
13,BI106,2874,,,
13,BI106,3136,,,
13,BI106,2975,,,
13,BI106,3427,,,
13,BI106,3082,,,
13,BI106,2965,,,
13,BI106,3147,,,
13,BI106,1970,,,
13,BI106,3084,,,
13,BI106,2898,,,
13,BI106,2974,,,
13,BI106,824,,,
13,BI106,2971,Queen,,Y
13,BI106,3462,,,
13,BI106,3031,,,
13,BI106,858,,,
13,BI106,1849,,,
13,BI106,1656,,,
13,BI106,895,,,
13,BI106,3080,,,
13,BI106,2970,,,
13,BI106,1811,,,
13,BI106,656,,,
13,BI106,3338,,,
13,BI106,3533,,,
13,BI106,3213,,,
13,BI106,1654,,,
13,BI106,1184,,,
13,BI106,2904,,,
13,BI106,3006,,,
13,BI106,2940,,,
13,BI106,977,,,
13,BI106,1628,,,
13,BI106,3141,,,
13,BI106,2014,,,
13,BI106,1971,,,
13,BI106,3342,,,
13,BI106,2093,,,
13,BI106,9,,,
13,BI106,2216,,,
13,BI106,3106,,,
13,BI106,2960,,,
13,BI106,1660,,,
13,BI106,480,,,
13,BI106,3059,,,
13,BI106,3140,,,
13,BI106,3068,,,
13,BI106,853,,,
13,BI106,2937,,Callow,
13,BI106,946,,,
13,BI106,2217,,,
13,BI106,3058,,,
13,BI106,755,,,
13,BI106,2843,,,
13,BI106,1157,,,
13,BI106,103,,,
13,BI106,2304,,,
13,BI106,1194,,,
13,BI106,2908,,,
13,BI106,3554,,,
13,BI106,793,,,
13,BI106,1846,,,
13,BI106,3603,,,
13,BI106,2145,,,
13,BI106,2036,,,
13,BI106,458,,,
13,BI106,1056,,Callow,
13,BI106,575,,,
13,BI106,1289,,,
13,BI106,1752,,,
13,BI106,3079,,,
13,BI72,3428,,,
13,BI72,1614,,,
13,BI72,1629,,,
13,BI72,3174,,,
13,BI72,2930,,,
13,BI72,2931,,,
13,BI72,1091,,,
13,BI72,3036,,,
13,BI72,2178,,,
13,BI72,1009,,,
13,BI72,2056,,,
13,BI72,2935,,,
13,BI72,2875,,,
13,BI72,3074,,,
13,BI72,226,,,
13,BI72,3026,,Callow,
13,BI72,2183,,,
13,BI72,2868,,,
13,BI72,2340,,,
13,BI72,463,,,
13,BI72,2309,,Callow,
13,BI72,3151,,,
13,BI72,571,,,
13,BI72,3465,,,
13,BI72,2899,,,
13,BI72,2934,,Callow,
13,BI72,3137,,,
13,BI72,3112,,,
13,BI72,3037,,,
13,BI72,3502,,,
13,BI72,2346,,,
13,BI72,2347,,,
13,BI72,2996,,,
13,BI72,2408,,,
13,BI72,106,,,
13,BI72,2144,,,
13,BI72,2374,,,
13,BI72,3394,,,
13,BI72,3304,,,
13,BI72,2051,,,
13,BI72,3169,,,
13,BI72,2903,,,
13,BI72,2087,,,
13,BI72,3265,,,
13,BI72,2308,,,
13,BI72,2123,,,
13,BI72,2276,,,
13,BI72,2047,,,
13,BI72,2046,,,
13,BI72,2941,,,
13,BI72,2273,,,
13,BI72,1974,,,
13,BI72,2244,,,
13,BI72,2088,,,
13,BI72,1785,,,
13,BI72,2250,,,
13,BI72,918,,,
13,BI72,1717,,,
13,BI72,2070,,,
13,BI72,2126,,,
13,BI72,2220,,,
13,BI72,2054,,,
13,BI72,2149,,,
13,BI72,2337,,,
13,BI72,3172,,,
13,BI72,2402,,,
13,BI72,2241,,,
13,BI72,2380,,,
13,BI72,2964,,,
13,BI72,848,,,
13,BI72,2061,,,
13,BI72,3182,,,
13,BI72,2371,,,
13,BI72,3171,,,
13,BI72,2214,,,
13,BI72,2117,,,
13,BI72,2318,,,
13,BI72,2122,,,
13,BI72,2210,,,
13,BI72,2043,,,
13,BI72,2905,,,
13,BI72,2155,,,
13,BI72,3499,,,
13,BI72,2055,,,
13,BI72,1942,,,
13,BI72,2127,,,
13,BI72,2116,,,
13,BI72,2042,,,
13,BI72,2184,,,
13,BI72,2245,,,
13,BI72,1650,,,
13,BI72,2403,,,
13,BI66,688,,,
13,BI66,2240,,,
13,BI66,3460,,,
13,BI66,3328,,,
13,BI66,3613,,,
13,BI66,852,,,
13,BI66,3364,,,
13,BI66,3498,,,
13,BI66,3375,,,
13,BI66,2251,,,
13,BI66,3529,,,
13,BI66,3336,,,
13,BI66,3605,,,
13,BI66,3602,,,
13,BI66,3470,,,
13,BI66,3360,,,
13,BI66,3493,,Callow,
13,BI66,3279,,,
13,BI66,3562,,,
13,BI66,2057,,,
13,BI66,3639,,,
13,BI66,2154,,,
13,BI66,3560,,,
13,BI66,3522,,,
13,BI66,3333,,,
13,BI66,3437,,,
13,BI66,3559,,,
13,BI66,2082,,,
13,BI66,3638,,Callow,
13,BI66,1219,,,
13,BI66,3400,,,
13,BI66,2315,,,
13,BI66,2277,,,
13,BI66,3557,,,
13,BI66,1022,,,
13,BI66,3240,,,
13,BI66,2376,,,
13,BI66,3329,,,
13,BI66,2407,,,
13,BI66,3426,,,
13,BI66,2185,,,
13,BI66,3523,,,
13,BI66,698,,,
13,BI66,2351,,,
13,BI66,1886,,,
13,BI66,3239,,,
13,BI66,3245,,,
13,BI66,3607,,,
13,BI66,3310,,,
13,BI66,2010,,,
13,BI66,2936,,,
13,BI66,3270,,,
13,BI66,3471,,,
13,BI66,2961,,,
13,BI66,2406,,,
13,BI66,2282,,,
13,BI66,3503,,,
13,BI66,2283,,,
13,BI66,2113,,,
13,BI66,3635,,,
13,BI66,3301,,,
13,BI66,3111,,,
13,BI66,3275,,,
13,BI66,3609,,,
13,BI66,3278,,,
13,BI66,3361,,,
13,BI66,3235,,,
13,BI66,3064,,,
13,BI66,3402,,,
13,BI66,2350,,,
13,BI66,2112,,,
13,BI66,3150,,,
13,BI66,3303,,,
13,BI66,3489,,,
13,BI66,3110,,,
13,BI66,2215,,,
13,BI66,3456,,,
13,BI66,1949,,,
13,BI66,2188,,,
13,BI66,2314,,,
13,BB37,3399,,,
13,BB37,3268,,,
13,BB37,2148,,,
13,BB37,3335,,,
13,BB37,947,,,
13,BB37,3488,,,
13,BB37,3117,,,
13,BB37,3532,,,
13,BB37,2319,,,
13,BB37,3435,,,
13,BB37,3457,,,
13,BB37,3007,,,
13,BB37,3575,,,
13,BB37,2878,,,
13,BB37,2087,,,
13,BB37,3405,,,
13,BB37,2272,,,
13,BB37,3564,,,
13,BB37,2211,,,
13,BB37,3077,,,
13,BB37,2287,,,
13,BB37,3095,,,
1,BI55,2089,Queen,,Y
1,BI195,3244,Queen,,Y
1,BI195,2189,,,
1,BI195,3296,,,
1,BI195,3273,,,
1,BI195,3237,,,
1,BI195,1723,,,
1,BI195,3526,,,
1,BB36,2286,,,
1,BB36,3371,Queen,,Y
1,BB36,3311,,,
1,BB36,3397,Male,,
1,BB36,3297,Male,,
1,BB36,3436,,,
1,BB36,3565,Male,,
1,BB36,2305,Male,,
1,BB137,3306,Queen,,Y
1,BB137,3065,,,
1,BB137,3374,,,
7,BI134,4484,Queen,,Y
7,BI134,4638,,,
7,BI134,4639,,,
7,BI134,4661,,,
7,BI134,4660,,,
7,BI134,4629,,,
7,BI134,4788,,,
7,BI134,4785,,,
7,BI134,4762,,,
7,BI134,4767,,,
7,BI134,4766,,,
7,BI134,4763,,,
7,BI134,4756,,,
7,BI134,4798,,,
7,BI134,4489,,Y,
7,BI134,4794,,,
7,BI134,4818,,,
7,BI134,4822,,,
7,BI134,4486,,,
7,BI134,3343,,,
7,BI134,3528,,,
7,BI134,3242,,,
7,BI134,3264,,,
7,BI134,2221,,,
7,BI134,2179,,,
7,BI134,2159,,,
7,BI134,3366,,,
7,BI134,2336,,,
7,BI134,2158,,,
7,BI134,2060,,,
7,BI134,2381,,,
7,BI134,2083,,,
7,BI134,2353,,,
7,BI134,3608,,,
7,BI134,4857,,,
7,BI134,4544,,,
7,BI134,4584,,,
7,BI134,3404,,,
7,BI134,4795,,,
7,BI134,4670,,,
7,BI134,4700,,,
7,BI134,4691,,,
7,BI134,4459,,,
7,BI134,4854,,,
7,BI134,4482,,,
7,BI134,4666,,,
7,BI134,4694,,,
7,BI134,4591,,,
7,BI134,4851,,,
7,BI134,4799,,,
7,BI134,4829,,,
7,BI134,4855,,,
7,BI134,4671,,,
7,BI134,4819,,,
7,BI134,4559,,,
7,BI134,4634,,,
7,BI134,4590,,,
7,BI134,4586,,,
7,BI134,4581,,,
7,BI134,4789,,,
7,BI134,4856,,,
7,BI134,4624,,,
7,BI134,4548,,,
7,BI134,4828,,,
7,BI134,4577,,,
7,BI134,4757,,,
7,BI134,4628,,,
7,BI134,4453,,,
7,BI134,4824,,,
7,BI134,4657,,,
7,BI134,4667,,,
7,BI134,4825,,,
7,BI134,4555,,,
7,BI134,4695,,,
7,BI134,4583,,,
7,BI134,4483,,,
7,BI134,4493,,,
7,BI134,4458,,,
7,BI134,4722,,,
7,BI134,4462,,,
7,BI134,4752,,,
7,BI134,4723,,,
7,BI134,4733,,,
7,BI134,4514,,,
7,BI156,4728,,,
7,BI156,6212,,,
7,BI156,4270,,,
7,BI156,6294,,,
7,BI156,6382,,,
7,BI156,6138,,,
7,BI156,4260,,,
7,BI156,4295,,,
7,BI156,6142,,,
7,BI156,6156,,,
7,BI156,4518,,,
7,BI156,6405,,Callow,
7,BI156,6101,,,
7,BI156,6107,,,
7,BI156,4051,,,
7,BI156,6129,,,
7,BI156,6146,,,
7,BI156,4326,,,
7,BI156,4430,,,
7,BI156,6341,,,
7,BI156,6184,,Callow,
7,BI156,6157,,,
7,BI156,5073,,,
7,BI156,6359,,,
7,BI156,4364,,,
7,BI156,386,,,
7,BI156,4106,,,
7,BI156,230,,,
7,BI156,4322,,,
7,BI156,6369,,,
7,BI156,4358,,,
7,BI156,4139,,,
7,BI156,4097,,,
7,BI156,3807,,,
7,BI156,4656,,,
7,BI156,4361,,,
7,BI156,4111,,,
7,BI156,2409,,,
7,BI156,4057,,,
7,BI156,6255,,,
7,BI156,3834,,,
7,BI156,6218,,Callow,
7,BI156,4753,,Callow,
7,BI156,6360,,Callow,
7,BI156,6096,,Callow,
7,BI156,6188,,Callow,
7,BI156,4823,,,
7,BI156,4524,,,
7,BI156,6284,,,
7,BI156,4696,,,
7,BI156,6183,,,
7,BI156,4386,,,
7,BI156,6404,,,
7,BI156,5072,,,
7,BI156,6151,,,
7,BI156,6097,,,
7,BI156,6208,,,
7,BI156,6372,,,
7,BI156,6442,,,
7,BI156,6161,,,
7,BI156,6378,,,
7,BI156,4726,,,
7,BI156,6340,,,
7,BI156,4954,,,
7,BI156,6132,,,
7,BI156,4087,,,
7,BI156,4060,,,
7,BI156,6379,Queen,,Y
7,BI84,6373,Queen,,Y
7,BI84,4089,,,
7,BI84,4323,,,
7,BI84,5014,,,
7,BI84,6278,,,
7,BI84,4514,,Callow,
7,BI84,6275,,,
7,BI84,6473,,,
7,BI84,4327,,,
7,BI84,6479,,,
7,BI84,4296,,,
7,BI84,4387,,,
7,BI84,6437,,,
7,BI84,4417,,,
7,BI84,4166,,,
7,BI84,4690,,,
7,BI84,4701,,,
7,BI84,4225,,,
7,BI84,6470,,,
7,BI84,6279,,,
7,BI84,2375,,,
7,BI84,4201,,,
7,BI84,6222,,,
7,BI84,4393,,,
7,BI84,4727,,,
7,BI84,6178,,,
7,BI84,4397,,,
7,BI84,4291,,,
7,BI84,6337,,,
7,BI84,6139,,,
7,BI84,6110,,,
7,BI84,6280,,,
7,BI84,4196,,Callow,
7,BI84,4110,,,
7,BI84,4030,,,
7,BI84,5124,,,
7,BI84,4732,,,
7,BI84,4329,,,
7,BI84,6133,,,
7,BI84,4257,,,
7,BI84,4235,,,
7,BI84,4416,,,
7,BI84,4297,,,
7,BI84,6241,,,
7,BG201,4143,Queen,,
7,BG201,4491,Queen,,
7,BG201,4558,Queen,,
7,BG201,6111,Queen,,
7,BG201,3641,Queen,,
7,BG201,4096,Queen,,
7,BG201,4420,Queen,,
7,BG201,4576,,,
7,BG201,4026,Male,,
7,BG201,4452,Male,,
7,BG201,4168,Male,,
7,BG201,6463,Male,,
7,BG201,4521,Queen,,Y
7,BG201,6433,,,
7,BG201,6317,,,
7,BG201,4031,Male,,
7,BG201,6313,,,
7,BG201,4520,Male,,
7,BG201,6240,,,
7,BG201,4576,,,
7,BG201,4138,Male,,
7,BG201,4020,,,
7,BG201,6249,,,
7,BG201,4055,,,
7,BG201,4525,,,
15,BI89,5482,,,
15,BI89,3933,,,
15,BI89,5082,,,
15,BI89,4991,,,
15,BI89,5415,,,
15,BI89,5662,,,
15,BI89,5572,,,
15,BI89,5291,,,
15,BI89,3768,,,
15,BI89,6223,,,
15,BI89,4986,,,
15,BI89,4784,,,
15,BI89,5105,,,
15,BI89,5486,,,
15,BI89,4958,,,
15,BI89,5249,,,
15,BI89,3932,,,
15,BI89,4169,,,
15,BI89,5516,,,
15,BI89,3701,,,
15,BI89,5252,,,
15,BI89,4980,,,
15,BI89,3998,,,
15,BI89,5163,,,
15,BI89,4162,,,
15,BI89,4167,,,
15,BI89,5421,,,
15,BI89,5248,,,
15,BI89,5223,,,
15,BI89,5226,,,
15,BI89,3989,,,
15,BI89,5187,,,
15,BI89,4431,,,
15,BI89,4205,,,
15,BI89,5327,,,
15,BI89,6189,,,
15,BI89,4301,,,
15,BI89,3769,,,
15,BI89,5423,,,
15,BI89,5545,,,
15,BI89,6185,,,
15,BI89,4204,,,
15,BI89,4554,,,
15,BI89,3763,,,
15,BI89,5652,,,
15,BI89,5120,,,
15,BI89,5190,,,
15,BI89,3888,,,
15,BI89,6350,,,
15,BI89,5443,,,
15,BI89,4893,,,
15,BI89,5042,,,
15,BI89,5600,,,
15,BI89,3675,,,
15,BI89,3711,,,
15,BI89,3825,,,
15,BI89,5192,,,
15,BI89,3856,,,
15,BI89,4925,,,
15,BI89,5284,,,
15,BI89,4128,,,
15,BI89,5351,,,
15,BI89,4333,,,
15,BI89,3964,,,
15,BI89,4886,,,
15,BI89,5196,,,
15,BI89,5294,,,
15,BI89,5604,,,
15,BI89,4990,,,
15,BI89,5353,,,
