Colony ID,Tag List,Queen/male,Callow
BI99,4234,,
BI99,5477,,
BI99,3966,,
BI99,6435,,
BI99,3803,,
BI99,5129,,Callow
BI99,6106,,
BI99,3772,,
BI99,5507,,
BI99,3665,,
BI99,5538,,
BI99,5010,,
BI99,5083,,
BI99,4198,,
BI99,5281,,
BI99,5021,,
BI99,4391,,
BI99,6310,,
BI99,6446,,
BI99,5445,,
BI99,6410,,
BI99,4056,,
BI99,3823,,
BI99,5543,,
BI99,4016,,
BI99,5614,,
BI99,3679,,
BI99,5416,,
BI99,5384,,
BI99,3893,,
BI99,5162,,
BI99,5441,,
BI99,3762,,
BI99,3926,,
BI99,3995,,
BI99,4449,,
BI99,5410,,
BI99,5649,,
BI99,3433,,
BI99,5417,,
BI99,5087,,
BI99,5408,,
BI99,5350,,
BI99,3984,,
BI99,6152,,
BI99,6411,,
BI99,5077,,
BI99,3903,,
BI99,5229,,
BI99,5259,,
BI99,5292,,
BI99,5197,,
BI99,5460,,
BI99,4861,,
BI99,5153,,
BI99,4976,,
BI99,4729,,
BI99,5157,,
BI99,5451,,
BI99,4396,,
BI99,3773,,
BI99,5283,,
BI99,5606,,
BI99,3892,,
BI99,5320,,
BI99,4545,,
BI99,3767,,
BI99,6471,,
BI99,5569,,
BI99,4256,,
BI99,4238,,
BI99,3822,,
BI99,3734,,
BI99,3861,,
BI99,5325,,
BI99,5285,,
BI99,6219,,
BI99,3927,,
BI99,6323,,
BI99,3645,,
BI99,3889,,
BI99,6254,,
BI99,5218,,
BI99,6324,,
BI99,598,,
BI99,3824,,Callow
BI99,5506,,
BI99,5104,,
BI99,4172,,
BI99,4229,,
BI99,3928,,
BI99,5611,,
BI99,5378,,
BI99,5544,,
BI99,6472,,
BI99,4448,,
BI99,5601,,
BI99,6401,,
BI99,3674,,
BI99,4918,,
BI99,6346,Queen,
BI99,3731,,
BI99,5539,,
BI99,6306,,
BI99,3706,,
BI99,4271,,
BI99,5383,,
BI99,3696,,
BI99,5476,,
BI99,4921,,
BI99,3838,,
BI99,4261,,
BI99,3430,,
BI99,5052,,
BI99,4239,,
BI99,3664,,
BI99,4365,,
BI99,4163,,
BI99,4860,,
BI99,3829,,
BI99,3707,,
BI99,4332,,
BI99,6179,,
BI99,6285,,
BI99,5509,,
BI99,3923,,
BI99,6383,,
BI99,4328,,
BI99,3668,,
BI99,3808,,
BI99,3741,,
BI99,4132,,
BI99,4133,,
BI99,4697,,
BG15,5615,,
BG15,5694,Male,
BG15,6040,Queen_n,
BG15,5016,Male,
BG15,6039,,
BG15,5846,Queen_n,
BG15,4882,Queen_n,
BG15,6013,Male,
BG15,5781,Male,
BG15,5186,Queen,
BG15,4492,,
BG15,5718,,
BG15,4977,Male,
BG15,6077,,
BG15,5938,Male,
BG15,6045,Queen_n,
BG15,6072,,
BG15,3678,Queen_n,
BG15,6041,Male,
BG15,6073,Male,
BG15,5747,Male,
BG15,5691,,
BG15,3958,Male,
BG15,6005,,
BG15,5454,Queen_n,
BG15,6076,Male,
BG15,5714,Male,
BG15,5685,Male,
BG15,5680,Male,
BG15,5725,,
BG15,6035,,
BG15,5908,Male,
BG15,5548,Queen_n,
BG15,5746,Male,
BG15,6070,Male,
BG15,6067,,
BG15,5881,Male,
BG15,6034,,
BG15,5352,Male,
BG15,5784,,
BG15,6044,,
BG15,5262,Male,
BG15,5719,,
BG15,4945,,
BG15,5882,Male,
BG15,5708,,
BG15,5043,Queen_n,Callow
BG15,5983,,
BG15,5853,Male,
BG15,6012,Male,
BG15,6071,,
BG15,6244,Male,
BG15,3929,Male,
BG15,5684,Queen_n,
BG15,4267,Male,
BG15,4290,,
BG15,6002,,
